system:index,date,radiance,.geo
112,2023-05,7.020984486071804,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2023-06,6.927889837723199,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,2023-07,6.933681211299471,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,2023-08,7.147071377336639,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,2023-09,7.507033134524142,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,2023-10,7.376790584967383,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,2023-11,8.238767736478579,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,2023-12,7.724266293069492,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,2024-01,9.41943567986258,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,2024-02,6.651000996672343,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,2024-03,7.697332252226742,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,2024-04,8.185781002216247,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,2024-05,7.933648091326426,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,2024-06,6.891555557262634,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,2024-07,5.627621248698531,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,2024-08,6.115246547762998,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,2024-09,6.182187668503292,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,2024-10,6.5332469138476785,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,2024-11,6.380419922203439,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,2024-12,5.331862304698032,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,2025-01,5.720946840219675,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,2025-02,5.904608541179239,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,2025-03,6.436819744548975,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,2025-04,7.541240949010744,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,2025-05,7.71277349388826,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,2025-06,7.821374279814314,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,2025-07,7.884987826420588,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,2025-08,7.3918893669349535,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,2025-09,7.10334460163549,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,2025-10,6.7443162371859575,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,2025-11,6.25601760039044,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,2025-12,5.515245525902949,"{""type"":""MultiPoint"",""coordinates"":[]}"
