system:index,date,radiance,.geo
121,2024-02,15.52272289187133,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,2024-03,16.623353647683036,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,2024-04,16.385057124381646,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,2024-05,16.785447008467386,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,2024-06,17.095131012367126,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,2024-07,17.048802481975528,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,2024-08,16.371699213040902,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,2024-09,15.351827460575162,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,2024-10,15.082341741181564,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,2024-11,13.40165859479335,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,2024-12,11.45771890553816,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,2025-01,12.622721913546554,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,2025-02,16.525195433948657,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,2025-03,17.02054739121523,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,2025-04,17.162935059693492,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,2025-05,16.781014717381744,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,2025-06,16.651337586229623,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,2025-07,17.12914395538046,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,2025-08,16.885077118923423,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,2025-09,15.787734818667033,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,2025-10,14.807694676494778,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,2025-11,14.6514329803939,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,2025-12,14.014043289872765,"{""type"":""MultiPoint"",""coordinates"":[]}"
